abspos	chromosome_name	start_position	end_position	ensembl_gene_id	hgnc_symbol	band
43130	2483413981	16	82953230	82990298	ENSG00000260832	CTD-3253I12.1	q23.3
43131	2483832805	16	83383007	83398170	ENSG00000261410	RP11-543N12.1	q23.3
43132	2483950594	16	83508346	83508408	ENSG00000263785	MIR3182	q23.3
43133	2484156255	16	83710179	83717898	ENSG00000261103	RP11-298D21.3	q23.3
43134	2484189244	16	83721119	83772936	ENSG00000260788	RP11-298D21.1	q23.3
43135	2484168243	16	83725676	83726377	ENSG00000259914	RP11-298D21.2	q23.3
43136	2484241117	16	83789967	83807834	ENSG00000260228	RP11-483P21.2	q23.3
43137	2484256007	16	83807843	83819737	ENSG00000230989	HSBP1	q23.3
43138	2484355293	16	83899126	83927026	ENSG00000103150	MLYCD	q23.3
43139	2484372005	16	83908132	83951445	ENSG00000260300	RP11-505K9.4	q23.3
43140	2484372726	16	83929796	83931223	ENSG00000260932	RP11-483P21.6	q23.3
43141	2484399524	16	83948282	83966332	ENSG00000140961	OSGIN1	q23.3
43142	2484427921	16	83968632	84002776	ENSG00000103154	NECAB2	q23.3
43143	2484468368	16	84009667	84042636	ENSG00000166558	SLC38A8	q23.3
43144	2484482192	16	84039918	84040033	ENSG00000199350	RNA5SP432	q23.3
43145	2484527550	16	84053761	84116906	ENSG00000140943	MBTPS1	q24.1
43146	2484528501	16	84085979	84086590	ENSG00000274677	RP11-505K9.5	q23.3
43147	2484559528	16	84117051	84117571	ENSG00000260018	RP11-505K9.1	q24.1
43148	2484562440	16	84119293	84121153	ENSG00000260410	RP11-505K9.3	q24.1
43149	2484575886	16	84122146	84145192	ENSG00000103160	HSDL1	q24.1
43150	2484604244	16	84145287	84178767	ENSG00000154099	DNAAF1	q24.1
43151	2484624675	16	84177847	84187070	ENSG00000103168	TAF1C	q24.1
43152	2484636370	16	84191138	84197168	ENSG00000140955	ADAD2	q24.1
43153	2484637022	16	84192558	84197053	ENSG00000250685	RP11-486L19.2	q24.1
43154	2484671425	16	84218667	84239750	ENSG00000168418	KCNG4	q24.1
43155	2484700376	16	84255270	84261049	ENSG00000260858	RP11-558A11.1	q24.1
43156	2484705088	16	84262815	84262928	ENSG00000201361	RNA5SP433	q24.1
43157	2484754465	16	84294646	84329851	ENSG00000103175	WFDC1	q24.1
43158	2484738458	16	84295498	84296985	ENSG00000260530	RP11-558A11.2	q24.1
43159	2484785152	16	84342464	84343407	ENSG00000260504	RP11-558A11.3	q24.1
43160	2484858574	16	84368527	84464187	ENSG00000064270	ATP2C2	q24.1
43161	2484905527	16	84459259	84467361	ENSG00000261286	RP11-517C16.2	q24.1
43162	2484957444	16	84476421	84554033	ENSG00000140950	TLDC1	q24.1
43163	2484938764	16	84495599	84497495	ENSG00000261243	RP11-517C16.4	q24.1
43164	2485034052	16	84565594	84618077	ENSG00000103187	COTL1	q24.1
43165	2485037826	16	84594393	84596826	ENSG00000261471	RP11-61F12.1	q24.1
43166	2485100322	16	84648525	84667686	ENSG00000135686	KLHL36	q24.1
43167	2485182167	16	84699978	84779922	ENSG00000103194	USP10	q24.1
43168	2485312593	16	84819984	84920768	ENSG00000103196	CRISPLD2	q24.1
43169	2485270969	16	84828263	84829242	ENSG00000260859	RP11-254F19.2	q24.1
43170	2485360867	16	84917377	84919923	ENSG00000279622	RP11-254F19.4	q24.1
43171	2485376195	16	84928353	84939603	ENSG00000260340	RP11-254F19.3	q24.1
43172	2485435075	16	84974181	85011535	ENSG00000153786	ZDHHC7	q24.1
43173	2485503207	16	85027751	85094230	ENSG00000135709	KIAA0513	q24.1
43174	2485547650	16	85098358	85112508	ENSG00000153789	FAM92B	q24.1
43175	2485585513	16	85137150	85149443	ENSG00000278214	RP11-442O1.4	q24.1
43176	2485586565	16	85142696	85146001	ENSG00000275088	RP11-442O1.3	q24.1
43177	2485865081	16	85169525	85676204	ENSG00000131149	GSE1	q24.1
43178	2485721144	16	85278820	85279035	ENSG00000270313	CTC-786C10.2	q24.1
43179	2485726677	16	85282958	85285963	ENSG00000179219	TMEM148	q24.1
43180	2485748492	16	85306226	85306325	ENSG00000266307	MIR5093	q24.1
43181	2485932539	16	85489813	85490831	ENSG00000278716	LA16c-352F7.1	q24.1
43182	2486024007	16	85580009	85583571	ENSG00000270124	RP11-118F19.1	q24.1
43183	2486036210	16	85592266	85595720	ENSG00000260417	CTD-2542L18.1	q24.1
43184	2486101743	16	85659378	85659675	ENSG00000263968	RN7SL381P	q24.1
43185	2486125352	16	85676198	85690073	ENSG00000131153	GINS2	q24.1
43186	2486162823	16	85690084	85751129	ENSG00000154102	C16orf74	q24.1
43187	2486139818	16	85697335	85697868	ENSG00000275393	RP11-568J23.8	q24.1
43188	2486183877	16	85741621	85741700	ENSG00000283416	MIR1910	q24.1
43189	2486185973	16	85743287	85744225	ENSG00000269898	RP11-568J23.4	q24.1
43190	2486227900	16	85771758	85799608	ENSG00000131148	EMC8	q24.1
43191	2486224054	16	85781775	85781899	ENSG00000252311	RNU1-103P	q24.1
43192	2486228216	16	85784382	85787617	ENSG00000270184	RP11-568J23.5	q24.1
43193	2486234891	16	85792415	85792933	ENSG00000270159	RP11-568J23.6	q24.1
43194	2486245055	16	85798633	85807044	ENSG00000131143	COX4I1	q24.1
43195	2486256960	16	85814425	85815062	ENSG00000270698	RP11-568J23.7	q24.1
43196	2486258421	16	85815873	85816536	ENSG00000214259	RP11-568J23.1	q24.1
43197	2486302983	16	85859521	85862012	ENSG00000279907	RP11-568J23.2	q24.1
43198	2486352923	16	85898803	85922609	ENSG00000140968	IRF8	q24.1
43199	2486360598	16	85918347	85918416	ENSG00000274134	MIR6774	q24.1
43200	2486379121	16	85924984	85948824	ENSG00000285163	RP11-542M13.4	q24.1
43201	2486377969	16	85935281	85936223	ENSG00000268804	RP11-542M13.3	q24.1
43202	2486416574	16	85963328	85985386	ENSG00000285040	RP11-542M13.6	q24.1
43203	2486425532	16	85981750	85984881	ENSG00000269667	RP11-542M13.2	q24.1
43204	2486433548	16	85986764	85995899	ENSG00000285012	RP11-542M13.5	q24.1
43205	2486478240	16	86035627	86036419	ENSG00000279604	RP11-542M13.1	q24.1
43206	2486527684	16	86081409	86089526	ENSG00000261177	RP11-805I24.1	q24.1
43207	2486600719	16	86158206	86158798	ENSG00000268078	RP11-805I24.4	q24.1
43208	2486638070	16	86192793	86198913	ENSG00000268505	RP11-805I24.3	q24.1
43209	2486640167	16	86196181	86199720	ENSG00000269186	RP11-805I24.2	q24.1
43210	2486705658	16	86225580	86301303	ENSG00000268754	RP11-514D23.2	q24.1
43211	2486732125	16	86286427	86293389	ENSG00000268532	RP11-514D23.1	q24.1
43212	2486782980	16	86331844	86349683	ENSG00000168367	RP11-158I3.2	q24.1
43213	2486790716	16	86347387	86349611	ENSG00000269826	RP11-158I3.3	q24.1
43214	2486877574	16	86434830	86435884	ENSG00000268473	RP11-158I3.1	q24.1
43215	2486934031	16	86474529	86509099	ENSG00000268388	FENDRR	q24.1
43216	2486955189	16	86510527	86515418	ENSG00000103241	FOXF1	q24.1
43217	2486964357	16	86520383	86523897	ENSG00000270020	RP11-463O9.9	q24.1
43218	2486968071	16	86525457	86526252	ENSG00000243697	RP11-463O9.1	q24.1
43219	2486984922	16	86530176	86555235	ENSG00000103248	MTHFSD	q24.1
43220	2486998526	16	86555320	86557299	ENSG00000280278	RP11-463O9.8	q24.1
43221	2487008670	16	86565145	86567761	ENSG00000260944	RP11-463O9.5	q24.1
43222	2487010706	16	86567251	86569728	ENSG00000176692	FOXC2	q24.1
43223	2487021481	16	86576368	86582160	ENSG00000176678	FOXL1	q24.1
43224	2487038631	16	86595189	86597639	ENSG00000279142	RP11-463O9.2	q24.1
43225	2487078953	16	86636328	86637145	ENSG00000260387	RP11-463O9.6	q24.1
43226	2487099829	16	86646301	86668923	ENSG00000261161	RP11-58A18.1	q24.1
43227	2487140696	16	86698118	86698841	ENSG00000274478	RP11-58A18.2	q24.1
43228	2487163538	16	86720688	86721954	ENSG00000260026	CTD-2015G9.1	q24.1
43229	2487173792	16	86722091	86741059	ENSG00000261175	CTD-2015G9.2	q24.1
43230	2487348540	16	86906175	86906472	ENSG00000260795	RP11-107C10.1	q24.1
43231	2487503104	16	87057784	87063991	ENSG00000232190	RP11-134D3.1	q24.2
43232	2487510445	16	87066705	87069752	ENSG00000261363	RP11-134D3.2	q24.2
43233	2487642708	16	87083562	87317420	ENSG00000260456	C16orf95	q24.2
43234	2487661493	16	87212122	87226430	ENSG00000261095	RP11-899L11.1	q24.2
43235	2487658400	16	87215915	87216452	ENSG00000261651	RP11-899L11.3	q24.2
43236	2487719815	16	87262759	87292438	ENSG00000261697	RP11-178L8.5	q24.2
43237	2487710478	16	87268185	87268337	ENSG00000243705	RP11-178L8.1	q24.2
43238	2487739508	16	87296949	87297633	ENSG00000280419	RP11-178L8.6	q24.2
43239	2487760791	16	87302876	87334273	ENSG00000131152	RP11-178L8.4	q24.2
43240	2487759993	16	87317509	87318043	ENSG00000270006	RP11-178L8.7	q24.2
43241	2487769502	16	87326987	87327584	ENSG00000270082	RP11-178L8.8	q24.2
43242	2487801781	16	87326987	87392142	ENSG00000103264	FBXO31	q24.2
43243	2487807223	16	87362536	87367476	ENSG00000269901	RP11-178L8.9	q24.2
43244	2487836604	16	87383995	87404779	ENSG00000140941	MAP1LC3B	q24.2
43245	2487840716	16	87396704	87400295	ENSG00000261592	RP11-178L8.3	q24.2
43246	2487891362	16	87406246	87492045	ENSG00000140948	ZCCHC14	q24.2
43247	2487909613	16	87467138	87467654	ENSG00000276393	RP11-106D4.3	q24.2
43248	2487914587	16	87470370	87474370	ENSG00000276337	RP11-106D4.2	q24.2
43249	2487946312	16	87492555	87515635	ENSG00000260750	RP11-482M8.1	q24.2
43250	2488043575	16	87600526	87602190	ENSG00000269935	RP11-482M8.3	q24.2
43251	2488092212	16	87601835	87698156	ENSG00000154118	JPH3	q24.2
43252	2488126428	16	87683945	87684477	ENSG00000277504	RP11-278A23.4	q24.2
43253	2488137059	16	87693537	87696147	ENSG00000226180	RP11-278A23.1	q24.2
43254	2488173455	16	87696485	87765992	ENSG00000104731	KLHDC4	q24.2
43255	2488185955	16	87739771	87747706	ENSG00000260671	RP11-278A23.2	q24.2
43256	2488218648	16	87773488	87779374	ENSG00000260498	RP4-536B24.4	q24.2
43257	2488235522	16	87780134	87806476	ENSG00000260177	RP4-536B24.3	q24.2
43258	2488291972	16	87830023	87869488	ENSG00000103257	SLC7A5	q24.2
43259	2488276843	16	87834592	87834660	ENSG00000278598	MIR6775	q24.2
43260	2488279314	16	87836532	87837663	ENSG00000260466	RP4-536B24.2	q24.2
43261	2488351254	16	87881546	87936529	ENSG00000174990	CA5A	q24.2
43262	2488335562	16	87892955	87893735	ENSG00000270385	GS1-21A4.2	q24.2
43263	2488387347	16	87945058	87945202	ENSG00000260443	CTD-3057O21.1	q24.2
43264	2488455498	16	87949244	88077318	ENSG00000172530	BANP	q24.2
43265	2488525489	16	88079161	88087383	ENSG00000261193	RP11-863P13.5	q24.2
43266	2488529876	16	88087387	88087932	ENSG00000260166	RP11-863P13.6	q24.2
43267	2488536730	16	88088041	88100985	ENSG00000205037	RP11-863P13.4	q24.2
43268	2488620184	16	88177289	88178646	ENSG00000260162	RP11-863P13.1	q24.2
43269	2488620336	16	88177298	88178941	ENSG00000261327	RP11-863P13.3	q24.2
43270	2488634793	16	88191486	88193667	ENSG00000261816	RP11-863P13.2	q24.2
43271	2488636966	16	88194281	88195217	ENSG00000260420	LA16c-444G7.2	q24.2
43272	2488710865	16	88234785	88302511	ENSG00000261273	LA16c-444G7.1	q24.2
43273	2488876331	16	88427471	88440757	ENSG00000225614	ZNF469	q24.2
43274	2488937383	16	88453317	88537016	ENSG00000179588	ZFPM1	q24.2
43275	2488911191	16	88468918	88469031	ENSG00000263456	MIR5189	q24.2
43276	2488964223	16	88512960	88531053	ENSG00000261744	RP11-21B21.4	q24.2
43277	2489043390	16	88570381	88631966	ENSG00000158545	ZC3H18	q24.2
43278	2489081749	16	88638591	88640473	ENSG00000124391	IL17C	q24.2
43279	2489089434	16	88643283	88651152	ENSG00000051523	CYBA	q24.2
43280	2489099765	16	88651935	88663161	ENSG00000167508	MVD	q24.2
43281	2489117459	16	88663298	88687186	ENSG00000260630	RP5-1142A6.3	q24.2
43282	2489124304	16	88677682	88686493	ENSG00000185669	SNAI3	q24.2
43283	2489143675	16	88696495	88706421	ENSG00000158717	RNF166	q24.3
43284	2489139772	16	88696501	88698610	ENSG00000259813	RP5-1142A6.5	q24.2
43285	2489153141	16	88706463	88715386	ENSG00000174177	CTU2	q24.3
43286	2489151913	16	88708956	88710437	ENSG00000278341	RP5-1142A6.10	q24.3
43287	2489192496	16	88715338	88785220	ENSG00000103335	PIEZO1	q24.3
43288	2489158524	16	88716278	88716337	ENSG00000284585	MIR4722	q24.3
43289	2489161754	16	88718615	88720459	ENSG00000260121	RP5-1142A6.9	q24.3
43290	2489178519	16	88731180	88741425	ENSG00000224888	RP5-1142A6.2	q24.3
43291	2489184216	16	88741631	88742367	ENSG00000260617	RP5-1142A6.7	q24.3
43292	2489186474	16	88742767	88745748	ENSG00000182376	RP5-1142A6.8	q24.3
43293	2489248452	16	88803213	88809258	ENSG00000167513	CDT1	q24.3
43294	2489252858	16	88809339	88811944	ENSG00000198931	APRT	q24.3
43295	2489277569	16	88813734	88856970	ENSG00000141012	GALNS	q24.3
43296	2489301670	16	88856220	88862686	ENSG00000167515	TRAPPC2L	q24.3
43297	2489307213	16	88863333	88866660	ENSG00000205022	PABPN1L	q24.3
43298	2489368248	16	88874858	88977204	ENSG00000129993	CBFA2T3	q24.3
43299	2489326304	16	88881038	88887136	ENSG00000259881	RP11-830F9.5	q24.3
43300	2489380432	16	88936779	88939651	ENSG00000261226	RP11-830F9.7	q24.3
43301	2489387873	16	88939789	88951524	ENSG00000205018	RP11-830F9.6	q24.3
43302	2489431917	16	88984032	88995369	ENSG00000259989	CTD-2555A7.1	q24.3
43303	2489491785	16	89046172	89052965	ENSG00000256982	CTD-2555A7.2	q24.3
43304	2489564327	16	89088375	89155846	ENSG00000176715	ACSF3	q24.3
43305	2489556444	16	89113175	89115279	ENSG00000261546	CTD-2555A7.3	q24.3
43306	2489603912	16	89159146	89164245	ENSG00000180422	LINC00304	q24.3
43307	2489609982	16	89166383	89169147	ENSG00000205015	RP11-46C24.3	q24.3
43308	2489625846	16	89171767	89195492	ENSG00000129910	CDH15	q24.3
43309	2489640929	16	89195761	89201664	ENSG00000259803	SLC22A31	q24.3
43310	2489658649	16	89215211	89217653	ENSG00000259877	RP11-46C24.7	q24.3
43311	2489669604	16	89217703	89237071	ENSG00000170100	ZNF778	q24.3
43312	2489669966	16	89226807	89228692	ENSG00000260659	RP11-46C24.6	q24.3
43313	2489821307	16	89267619	89490561	ENSG00000167522	ANKRD11	q24.3
43314	2489712791	16	89268104	89273044	ENSG00000268218	AC137932.4	q24.3
43315	2489740129	16	89297508	89298317	ENSG00000260279	AC137932.5	q24.3
43316	2489765338	16	89321133	89325110	ENSG00000261253	AC137932.6	q24.3
43317	2489863367	16	89420075	89422226	ENSG00000261692	RP1-168P16.1	q24.3
43318	2489885588	16	89443318	89443424	ENSG00000252887	RNU6-430P	q24.3
43319	2489901370	16	89458870	89459437	ENSG00000270832	RP1-168P16.3	q24.3
43320	2489966460	16	89490719	89557768	ENSG00000197912	SPG7	q24.3
43321	2489940455	16	89492017	89504460	ENSG00000261118	RP11-104N10.1	q24.3
43322	2490005959	16	89560657	89566828	ENSG00000167526	RPL13	q24.3
43323	2490003692	16	89561434	89561517	ENSG00000200084	SNORD68	q24.3
43324	2490028724	16	89575768	89597246	ENSG00000178773	CPNE7	q24.3
43325	2490068099	16	89613308	89638456	ENSG00000015413	DPEP1	q24.3
43326	2490093355	16	89644431	89657845	ENSG00000131165	CHMP1A	q24.3
43327	2490106754	16	89657802	89671272	ENSG00000167523	SPATA33	q24.3
43328	2490130767	16	89680737	89696364	ENSG00000185324	CDK10	q24.3
43329	2490126811	16	89682620	89686569	ENSG00000260259	RP11-368I7.4	q24.3
43330	2490127190	16	89684642	89685304	ENSG00000275734	RP11-368I7.6	q24.3
43331	2490141241	16	89696343	89701705	ENSG00000158792	SPATA2L	q24.3
43332	2490156277	16	89707134	89720986	ENSG00000075399	VPS9D1	q24.3
43333	2490157227	16	89711856	89718165	ENSG00000261373	RP11-368I7.2	q24.3
43334	2490172868	16	89720400	89740903	ENSG00000158805	ZNF276	q24.3
43335	2490219320	16	89737549	89816657	ENSG00000187741	FANCA	q24.3
43336	2490286966	16	89818179	89871319	ENSG00000204991	SPIRE2	q24.3
43337	2490335815	16	89873570	89913627	ENSG00000141002	TCF25	q24.3
43338	2490354412	16	89906157	89918233	ENSG00000267048	RP11-566K11.7	q24.3
43339	2490358765	16	89912119	89920977	ENSG00000258839	MC1R	q24.3
43340	2490369845	16	89919165	89936092	ENSG00000198211	RP11-566K11.2	q24.3
43341	2490363461	16	89919827	89922662	ENSG00000259006	RP11-566K11.4	q24.3
43342	2490372293	16	89921392	89938761	ENSG00000258947	TUBB3	q24.3
43343	2490400209	16	89947925	89968060	ENSG00000140995	DEF8	q24.3
43344	2490413519	16	89969773	89972832	ENSG00000177946	RP11-566K11.6	q24.3
43345	2490429590	16	89972586	90002161	ENSG00000223959	AFG3L1P	q24.3
43346	2490454713	16	90004865	90020128	ENSG00000003249	DBNDD1	q24.3
43347	2490474519	16	90019629	90044975	ENSG00000141013	GAS8	q24.3
43348	2490471621	16	90028908	90029901	ENSG00000221819	GAS8-AS1	q24.3
43349	2490485984	16	90039761	90047773	ENSG00000222019	AC133919.6	q24.3
43350	2490516536	16	90056566	90092072	ENSG00000126856	PRDM7	q24.3
43351	2490536971	16	90093154	90096354	ENSG00000261812	TUBB8P7	q24.3
43352	2490582524	16	90102271	90178344	ENSG00000260528	RP11-356C4.4	q24.3
43353	2490547922	16	90105095	90106316	ENSG00000260507	RP11-356C4.3	q24.3
43354	2490581616	16	90110574	90168225	ENSG00000261172	RP11-356C4.5	q24.3
43355	2490586860	16	90144592	90144695	ENSG00000222359	RNU6-355P	q24.3
43356	2490640164	16	90173217	90222678	ENSG00000260923	AC137934.1	q24.3
43357	2490617180	16	90174062	90175865	ENSG00000277349	RP11-356C4.6	q24.3
43358	2490851044	17	64099	76866	ENSG00000280279	RP11-1228E12.1	p13.3
43359	2490884171	17	88641	118578	ENSG00000280136	RP11-1228E12.2	p13.3
43360	2490918858	17	137526	139067	ENSG00000268320	SCGB1C2	p13.3
43361	2490942774	17	142789	181636	ENSG00000272636	DOC2B	p13.3
43362	2490968267	17	183824	191587	ENSG00000273172	AC108004.2	p13.3
43363	2491079883	17	212389	386254	ENSG00000181031	RPH3AL	p13.3
43364	2491102484	17	321392	322453	ENSG00000262920	RP11-1260E13.1	p13.3
43365	2491112908	17	331205	333488	ENSG00000262061	RP11-1260E13.4	p13.3
43366	2491135671	17	352638	357581	ENSG00000262294	RP11-1260E13.2	p13.3
43367	2491136371	17	354737	356882	ENSG00000262558	RP11-1260E13.3	p13.3
43368	2491189807	17	404468	414023	ENSG00000241525	AC108004.3	p13.3
43369	2491201256	17	410327	431062	ENSG00000187624	C17orf97	p13.3
43370	2491223520	17	439978	445939	ENSG00000183688	RFLNB	p13.3
43371	2491287821	17	503171	511347	ENSG00000263015	RP5-1029F21.3	p13.3
43372	2491395754	17	508668	721717	ENSG00000141252	VPS53	p13.3
43373	2491312420	17	523140	540576	ENSG00000263300	RP5-1029F21.4	p13.3
43374	2491333553	17	552566	553417	ENSG00000262905	RP5-1029F21.2	p13.3
43375	2491396860	17	616002	616595	ENSG00000262708	RP11-411G7.2	p13.3
43376	2491437732	17	656794	657547	ENSG00000244097	RPS4XP17	p13.3
43377	2491518254	17	732412	742972	ENSG00000167695	FAM57A	p13.3
43378	2491529768	17	744414	753999	ENSG00000179409	GEMIN4	p13.3
43379	2491534560	17	752660	755336	ENSG00000231784	DBIL5P	p13.3
43380	2491550805	17	757097	783390	ENSG00000167699	GLOD4	p13.3
43381	2491545004	17	763565	765319	ENSG00000262228	RP11-676J12.4	p13.3
43382	2491567953	17	782273	792509	ENSG00000171861	RNMTL1	p13.3
43383	2491570696	17	789744	790525	ENSG00000262434	RP11-676J12.8	p13.3
43384	2491576112	17	795306	795794	ENSG00000277491	RP11-676J12.9	p13.3
43385	2491670103	17	799313	979770	ENSG00000167693	NXN	p13.3
43386	2491659559	17	877902	880093	ENSG00000262133	RP11-676J12.6	p13.3
43387	2491690984	17	909632	911212	ENSG00000262003	RP11-676J12.7	p13.3
43388	2491739762	17	959034	959366	ENSG00000263017	RP11-356I18.1	p13.3
43389	2491780956	17	997117	1003671	ENSG00000177370	TIMM22	p13.3
43390	2491896831	17	1003518	1229021	ENSG00000159842	ABR	p13.3
43391	2491803079	17	1022476	1022559	ENSG00000264429	MIR3183	p13.3
43392	2491936632	17	1155966	1156175	ENSG00000275997	RP11-216P6.2	p13.3
43393	2491964051	17	1181893	1185086	ENSG00000235361	AC016292.1	p13.3
43394	2492028531	17	1241939	1254000	ENSG00000262213	AC144836.1	p13.3
43395	2492051571	17	1270559	1271460	ENSG00000205899	BHLHA9	p13.3
43396	2492070887	17	1279663	1300987	ENSG00000184811	TUSC5	p13.3
43397	2492152887	17	1344272	1400378	ENSG00000108953	YWHAE	p13.3
43398	2492132724	17	1352070	1352255	ENSG00000280408	RP11-818O24.2	p13.3
43399	2492222487	17	1420689	1463162	ENSG00000167193	CRK	p13.3
43400	2492206040	17	1424473	1426484	ENSG00000262777	RP11-818O24.3	p13.3
43401	2492259061	17	1464186	1492812	ENSG00000197879	MYO1C	p13.3
43402	2492286291	17	1494571	1516888	ENSG00000132376	INPP5K	p13.3
43403	2492298075	17	1516931	1518096	ENSG00000236618	AC100748.2	p13.3
43404	2492320829	17	1517718	1562816	ENSG00000174238	PITPNA	p13.3
43405	2492379638	17	1569267	1628886	ENSG00000167703	SLC43A2	p13.3
43406	2492385085	17	1604374	1604672	ENSG00000243704	RN7SL105P	p13.3
43407	2492420364	17	1633858	1645747	ENSG00000074660	SCARF1	p13.3
43408	2492428673	17	1646145	1650077	ENSG00000167705	RILP	p13.3
43409	2492448317	17	1650629	1684882	ENSG00000174231	PRPF8	p13.3
43410	2492465500	17	1684726	1685151	ENSG00000277597	RP11-961A15.3	p13.3
43411	2492487176	17	1702790	1710438	ENSG00000185561	TLCD2	p13.3
43412	2492494895	17	1711493	1717174	ENSG00000186594	MIR22HG	p13.3
43413	2492494507	17	1713903	1713987	ENSG00000283824	MIR22	p13.3
43414	2492508123	17	1716523	1738599	ENSG00000167716	WDR81	p13.3
43415	2492512728	17	1725748	1738585	ENSG00000262791	RP11-961A15.1	p13.3
43416	2492529614	17	1742836	1755268	ENSG00000167711	SERPINF2	p13.3
43417	2492550328	17	1761959	1777574	ENSG00000132386	SERPINF1	p13.3
43418	2492585621	17	1779485	1830634	ENSG00000186532	SMYD4	p13.3
43419	2492645454	17	1829702	1900082	ENSG00000132383	RPA1	p13.3
43420	2492638804	17	1858039	1858446	ENSG00000108958	AC016292.3	p13.3
43421	2492760573	17	1934677	2025345	ENSG00000185924	RTN4RL1	p13.3
43422	2492780204	17	1995614	2003671	ENSG00000262445	CTD-2545H1.2	p13.3
43423	2492799773	17	2017716	2020706	ENSG00000228133	AC099684.1	p13.3
43424	2492802370	17	2019952	2023664	ENSG00000262869	CTD-2545H1.1	p13.3
43425	2492817332	17	2030110	2043430	ENSG00000108963	DPH1	p13.3
43426	2492823245	17	2041936	2043430	ENSG00000262664	OVCA2	p13.3
43427	2492823724	17	2042900	2043425	ENSG00000262533	RP11-667K14.4	p13.3
43428	2492824783	17	2043475	2044968	ENSG00000263050	RP11-667K14.3	p13.3
43429	2492830520	17	2049908	2050008	ENSG00000267200	MIR132	p13.3
43430	2492830887	17	2050271	2050380	ENSG00000267195	MIR212	p13.3
43431	2492839259	17	2054154	2063241	ENSG00000177374	HIC1	p13.3
43432	2492962367	17	2059839	2303771	ENSG00000070366	SMG6	p13.3
43433	2492853451	17	2072823	2072956	ENSG00000280333	RP11-667K14.14	p13.3
43434	2492876182	17	2089681	2101560	ENSG00000262810	RP11-667K14.5	p13.3
43435	2492882166	17	2101542	2101667	ENSG00000279040	RP11-667K14.13	p13.3
43436	2492898261	17	2117626	2117772	ENSG00000279562	RP11-667K14.10	p13.3
43437	2492902987	17	2122342	2122508	ENSG00000279340	RP11-667K14.9	p13.3
43438	2492908229	17	2127430	2127904	ENSG00000262402	RP11-667K14.8	p13.3
43439	2492980462	17	2199762	2200039	ENSG00000265777	RN7SL624P	p13.3
43440	2492994617	17	2213697	2214414	ENSG00000236838	AC090617.1	p13.3
43441	2492996310	17	2215482	2216015	ENSG00000236457	AC130689.5	p13.3
43442	2493013707	17	2232680	2233610	ENSG00000225084	AL450226.2	p13.3
43443	2493016461	17	2235713	2236086	ENSG00000278941	RP5-1037N22.4	p13.3
43444	2493036500	17	2255719	2256157	ENSG00000280242	RP5-1037N22.2	p13.3
43445	2493094883	17	2303383	2325260	ENSG00000167720	SRR	p13.3
43446	2493087800	17	2306761	2307715	ENSG00000262333	RP5-1037N22.3	p13.3
43447	2493110567	17	2322503	2337507	ENSG00000167721	TSR1	p13.3
43448	2493109688	17	2329016	2329237	ENSG00000275084	SNORD91B	p13.3
43449	2493110837	17	2330180	2330370	ENSG00000212163	SNORD91A	p13.3
43450	2493139840	17	2337498	2381058	ENSG00000141258	SGSM2	p13.3
43451	2493147252	17	2366589	2366791	ENSG00000274758	RP1-59D14.10	p13.3
43452	2493157745	17	2375061	2379306	ENSG00000263345	RP1-59D14.5	p13.3
43453	2493173151	17	2384060	2401118	ENSG00000070444	MNT	p13.3
43454	2493166317	17	2384847	2386664	ENSG00000262456	RP1-59D14.1	p13.3
43455	2493239288	17	2405562	2511891	ENSG00000127804	METTL16	p13.3
43456	2493204857	17	2424179	2424412	ENSG00000279872	RP1-59D14.9	p13.3
43457	2493240800	17	2460183	2460294	ENSG00000280280	RP1-59D14.8	p13.3
43458	2493338485	17	2557753	2558094	ENSG00000243049	RN7SL33P	p13.3
43459	2493367660	17	2586330	2587866	ENSG00000262953	RP11-135N5.1	p13.3
43460	2493419974	17	2593210	2685615	ENSG00000007168	PAFAH1B1	p13.3
43461	2493394176	17	2613284	2613944	ENSG00000262480	RP11-135N5.2	p13.3
43462	2493421419	17	2639297	2642418	ENSG00000279432	RP11-135N5.3	p13.3
43463	2493461659	17	2680958	2681236	ENSG00000239884	RN7SL608P	p13.3
43464	2493464758	17	2683305	2685088	ENSG00000272770	RP11-74E22.5	p13.3
43465	2493469278	17	2688473	2688960	ENSG00000272911	RP11-74E22.6	p13.3
43466	2493481586	17	2689386	2712663	ENSG00000132361	CLUH	p13.3
43467	2493473452	17	2692861	2692919	ENSG00000273606	MIR6776	p13.3
43468	2493493133	17	2712309	2712833	ENSG00000262050	RP11-74E22.3	p13.3
43469	2493502936	17	2720801	2723947	ENSG00000277200	RP11-74E22.8	p13.3
43470	2493517519	17	2724411	2749504	ENSG00000261963	RP11-74E22.4	p13.3
43471	2493528692	17	2748078	2748182	ENSG00000221200	MIR1253	p13.3
43472	2493677284	17	2755705	3037739	ENSG00000132359	RAP1GAP2	p13.3
43473	2493744633	17	2962248	2965895	ENSG00000262884	CTD-3060P21.1	p13.3
43474	2493843700	17	3062669	3063607	ENSG00000262628	OR1D5	p13.3
43475	2493877015	17	3088484	3104422	ENSG00000184166	OR1D2	p13.3
43476	2493897462	17	3116427	3117374	ENSG00000142163	OR1E3	p13.3
43477	2493907644	17	3126584	3127581	ENSG00000183024	OR1G1	p13.3
